"v1","v2","v3","v7","v8","v9","v10","v11","v12","v15","classLabel"
"b",0.35628502802241757,0.10125414976023604,"h",0.17351598173515978,"t","t",12,"t",0,"yes."
"a",-0.9975980784627703,-0.9435632607893767,"v",-0.43493150684931514,"t","t",1,"f",0,"yes."
"a",0.9039231385108085,0.1316857248247879,"v",0.886986301369863,"t","t",3,"t",0,"yes."
"b",0.14971977582065632,1.6689413500553303,"n",0.43036529680365293,"t","t",9,"t",134,"yes."
"b",-0.991192954363491,0.746772408705275,"v",-0.22602739726027402,"t","f",0,"f",0,"yes."
"b",-0.8174539631705365,-1.067133898930284,"j",-0.28310502283105027,"f","f",0,"t",0,"yes."
"b",-0.8646917534027225,-0.9444854297307268,"h",-0.3025114155251142,"f","f",0,"t",0,"yes."
"b",0.796637309847878,-0.24455920324603464,"v",0.24885844748858446,"t","f",0,"f",0,"yes."
"a",-1.1176941553242594,0.6084470675027667,"v",-0.5684931506849316,"t","t",4,"t",500,"yes."
"a",-0.977582065652522,-0.5442641091848027,"v",-0.7591324200913243,"t","t",3,"f",6,"yes."
"a",-0.044035228182546376,-0.99797122832903,"v",-0.7876712328767124,"t","f",0,"f",11177,"yes."
"b",-0.3170536429143315,1.6689413500553303,"h",0.42123287671232873,"t","t",11,"f",2283,"yes."
"a",1.597277822257806,1.6689413500553303,"v",0.45890410958904104,"t","t",14,"f",2200,"yes."
"a",-0.977582065652522,-0.7591294725193657,"v",-0.32077625570776264,"t","t",5,"f",2503,"yes."
"b",0.26981585268214553,-0.1753965326447805,"bb",-0.22602739726027402,"t","t",6,"f",367,"yes."
"a",-1.00480384307446,0.746772408705275,"h",-0.5684931506849316,"t","t",4,"f",1465,"yes."
"b",-0.5708566853482788,-0.9592401327923277,"bb",-0.7397260273972603,"t","f",0,"f",23,"yes."
"a",-0.3771016813450761,-1.0284028033935817,"v",-0.6632420091324202,"t","t",4,"f",0,"yes."
"b",-0.7173738991192955,-0.9749170047952784,"v",-0.7591324200913243,"f","f",0,"f",0,"yes."
"b",1.8510808646917531,1.2078568793803026,"h",1.0296803652968036,"t","f",0,"t",2028,"yes."
"a",-0.9711769415532427,0.7928808557727778,"v",-0.634703196347032,"t","t",2,"t",0,"yes."
"a",-0.19055244195356305,0.10125414976023604,"bb",0.11643835616438351,"t","t",7,"t",3065,"yes."
"a",1.0368294635708564,0.8389893028402803,"v",0.34474885844748854,"t","t",7,"t",0,"yes."
"b",0.48999199359487566,-0.1753965326447805,"v",0.0022831050228310015,"t","t",10,"t",0,"yes."
"b",-0.8646917534027225,0.9312061969752861,"v",-0.6449771689497718,"t","f",0,"f",0,"yes."
"b",-0.3706965572457968,-0.15234230911102906,"v",0.2876712328767123,"t","t",2,"f",7,"yes."
"a",-1.124899919935949,-0.283290298782737,"h",-0.11187214611872151,"t","f",0,"f",0,"yes."
"a",-0.33706965572457975,-0.9057543341940243,"v",-0.22602739726027402,"t","t",5,"t",1430,"yes."
"a",-0.8310648518815054,0.46274437476945773,"v",-0.23515981735159824,"f","f",0,"f",0,"yes."
"a",-0.35068054443554864,-0.5368867576540022,"h",-0.21689497716894982,"t","t",1,"f",0,"yes."
"b",-1.0976781425140112,0.6545555145702694,"v",-0.45433789954337905,"t","f",0,"f",2206,"yes."
"a",-0.9111289031224982,0.009037255625230462,"v",-0.22602739726027402,"t","t",3,"f",918,"yes."
"b",-1.2313851080864693,2.9599778679454083,"o",-0.7968036529680366,"f","f",0,"t",100000,"yes."
"b",-0.4971977582065653,-0.597749907783106,"v",0.4018264840182648,"t","t",1,"f",0,"yes."
"b",0.12329863891112883,-0.3137218738472889,"bb",-0.05479452054794526,"t","t",2,"f",610,"yes."
"b",3.245796637309848,2.176134267797861,"ff",-0.7968036529680366,"t","f",0,"t",0,"yes."
"a",-0.791032826261009,1.0695315381777943,"h",-0.6826484018264841,"t","t",2,"t",551,"yes."
"b",-0.7846277021617297,-0.6364810033198082,"v",-0.5490867579908677,"t","t",11,"t",2184,"yes."
"b",-1.077662129703763,0.10125414976023604,"h",-0.46347031963470325,"t","t",7,"f",2954,"yes."
"b",-0.7646116893514815,1.0464773146440427,"v",-0.6061643835616439,"t","f",0,"t",300,"yes."
"b",0.743795036028823,-0.1680191811139801,"h",2.1141552511415527,"t","f",0,"t",0,"yes."
"b",-0.9311449159327464,-0.8209147915898194,"v",-0.45433789954337905,"f","f",0,"f",8,"yes."
"b",0.10328262610088064,-0.1292880855772778,"v",-0.7773972602739727,"f","f",0,"t",6,"yes."
"a",1.1905524419535627,0.3779048321652528,"v",1.0011415525114156,"t","t",6,"t",1260,"yes."
"a",0.9167333867093671,-1.097565473994836,"v",-0.22602739726027402,"t","f",0,"f",0,"yes."
"b",0.5300240192153721,-0.3137218738472889,"bb",0.687214611872146,"t","t",16,"f",1210,"yes."
"a",0.6637309847878302,0.10125414976023604,"v",-0.6826484018264841,"t","t",3,"t",0,"yes."
"b",-0.23698959167333875,-0.7591294725193657,"h",0.1929223744292237,"t","f",0,"f",200,"yes."
"b",0.18334667734187343,-0.6364810033198082,"v",0.23059360730593603,"t","t",7,"f",1270,"yes."
"a",-1.0976781425140112,0.4857985983032092,"h",-0.6255707762557078,"t","t",7,"f",0,"yes."
"b",1.5708566853482784,0.10125414976023604,"v",0.639269406392694,"t","t",15,"f",11202,"yes."
"b",0.5636509207365892,0.04776835116193293,"v",-0.7876712328767124,"t","t",1,"f",300,"yes."
"b",-0.9247397918334671,0.8389893028402803,"v",-0.11187214611872151,"t","f",0,"t",0,"yes."
"a",0.2297838270616491,-0.9288085577277758,"v",-0.6255707762557078,"t","t",4,"f",1583,"yes."
"b",2.7918334667734186,-0.08317963850977492,"z",2.171232876712329,"t","t",1,"t",0,"yes."
"b",-0.016813450760608556,0.5623386204352637,"h",0.4018264840182648,"t","f",0,"t",0,"yes."
"b",1.3306645316253,0.30136481003319804,"bb",0.934931506849315,"t","t",15,"t",5000,"yes."
"b",-0.9511609287429946,-0.5442641091848027,"v",-0.5490867579908677,"t","t",8,"t",1,"yes."
"b",-0.3706965572457968,-0.9361859092585763,"v",-0.5776255707762558,"t","t",3,"t",0,"yes."
"b",0.10328262610088064,-0.8135374400590188,"v",-0.44520547945205485,"t","t",1,"t",50000,"yes."
"b",-0.07686148919135315,-0.2749907783105865,"h",0.5821917808219178,"t","t",3,"f",300,"yes."
"a",-0.27061649319455583,-1.0127259313906307,"v",-0.6735159817351599,"t","t",4,"f",500,"yes."
"b",-0.7774219375500401,-1.097565473994836,"v",-0.7773972602739727,"t","f",0,"f",0,"yes."
"a",-1.1849479583666938,-1.0284028033935817,"ff",1.4863013698630136,"f","f",0,"t",0,"yes."
"a",-0.6509207365892716,-0.5442641091848027,"h",-0.37785388127853886,"t","t",19,"f",500,"yes."
"a",-0.9647718174539635,-0.5442641091848027,"v",-0.7876712328767124,"t","f",0,"f",0,"yes."
"b",-0.39071257005604504,-0.7286978974548138,"h",0.15410958904109584,"t","t",2,"t",0,"yes."
"b",-0.9975980784627703,-0.7591294725193657,"v",-0.28310502283105027,"t","t",1,"f",150,"yes."
"b",-0.33706965572457975,0.6241239395057174,"h",0.4965753424657534,"t","t",6,"f",168,"yes."
"b",-0.8775020016012811,-0.99797122832903,"v",-0.7876712328767124,"t","t",1,"t",59,"yes."
"b",0.830264211369095,-0.5442641091848027,"h",0.5730593607305936,"t","t",11,"f",0,"yes."
"b",-0.9975980784627703,0.19347104389524164,"v",-0.42579908675799094,"t","t",3,"f",1391,"yes."
"b",0.7301841473178541,-1.0597565473994837,"h",0.37328767123287665,"t","f",0,"f",0,"yes."
"a",-0.7574059247397918,-0.9518627812615272,"v",-0.45433789954337905,"t","t",2,"t",400,"yes."
"a",-0.6172938350680545,-0.567318332718554,"h",-0.5970319634703197,"t","f",0,"f",0,"yes."
"b",0.3698959167333865,-0.8900774621910735,"v",-0.45433789954337905,"f","f",0,"t",0,"yes."
"b",0.3098478783026419,-1.0745112504610845,"v",-0.45433789954337905,"f","f",0,"t",113,"yes."
"b",-0.3706965572457968,-0.1680191811139801,"bb",-0.45433789954337905,"t","t",8,"t",7,"yes."
"b",-0.010408326661329268,-0.8209147915898194,"h",0.45890410958904104,"t","t",3,"t",0,"yes."
"a",-1.204963971176942,0.9312061969752861,"h",-0.5684931506849316,"t","t",11,"f",3000,"yes."
"a",-0.804643714971978,-0.6752120988565105,"h",-0.27397260273972607,"t","t",7,"t",2384,"yes."
"b",-1.5316253002401923,-0.35983032091479156,"v",-0.3972602739726028,"t","t",2,"t",1000,"yes."
"a",0.6501200960768613,-0.7213205459240134,"h",-0.7682648401826485,"t","t",23,"t",1236,"yes."
"b",-0.7846277021617297,1.0234230911102915,"h",-0.31164383561643844,"t","t",11,"t",284,"yes."
"b",-1.0176140912730185,-0.060125414976023674,"v",-0.40639269406392703,"t","f",0,"f",0,"yes."
"a",1.3771016813450756,1.2152342309111028,"v",-0.27397260273972607,"t","t",3,"t",0,"yes."
"b",-0.47077662129703784,-0.9592401327923277,"h",0.17351598173515978,"t","t",3,"t",150,"yes."
"b",0.4235388310648518,0.7698266322390261,"v",-0.22602739726027402,"t","t",6,"f",196,"yes."
"b",-0.47077662129703784,-0.8209147915898194,"v",-0.7111872146118722,"t","f",0,"t",1065,"yes."
"b",0.6637309847878302,-0.3524529693839911,"h",0.8013698630136986,"t","t",8,"f",0,"yes."
"a",2.585268214571657,1.4845075617853192,"ff",-0.7968036529680366,"t","t",11,"t",1400,"yes."
"b",-0.7710168134507608,-0.8209147915898194,"v",-0.25456621004566216,"t","t",3,"t",582,"yes."
"b",-0.8847077662129706,0.9312061969752861,"v",-0.7305936073059361,"t","t",6,"f",0,"yes."
"b",-0.5508406725380306,-0.9131316857248247,"v",-0.3972602739726028,"t","f",0,"t",0,"yes."
"b",-0.09687750200160135,-0.9444854297307268,"v",-0.49200913242009137,"t","t",8,"t",3290,"yes."
"a",1.3570856685348276,1.4079675396532645,"h",1.143835616438356,"t","f",0,"t",0,"yes."
"a",1.1641313050440352,0.3779048321652528,"bb",0.687214611872146,"t","t",6,"f",51100,"yes."
"b",1.4771817453963167,0.746772408705275,"bb",-0.7968036529680366,"t","t",11,"f",1249,"yes."
"a",-1.1176941553242594,0.5623386204352637,"v",-0.6255707762557078,"t","t",2,"f",591,"yes."
"a",-0.3570856685348279,-0.45204721504979717,"v",-0.6061643835616439,"t","f",0,"f",0,"yes."
"b",1.9111289031224978,1.1617484323127998,"v",-0.5114155251141553,"t","t",4,"t",0,"yes."
"a",2.044835868694956,2.775544079675397,"bb",1.4863013698630136,"t","t",13,"f",6700,"yes."
"b",1.2369895916733382,1.115639985245297,"v",2.856164383561644,"t","f",0,"f",0,"yes."
"b",0.02321857485988784,-0.9131316857248247,"v",-0.6255707762557078,"t","t",7,"t",4071,"yes."
"a",-0.8374699759807847,-0.05274806344522325,"v",-0.2066210045662101,"t","t",7,"f",3257,"yes."
"a",-1.124899919935949,0.6619328661010697,"v",-0.7773972602739727,"t","f",0,"f",0,"yes."
"b",1.2570056044835864,-1.0597565473994837,"v",-0.7397260273972603,"t","t",11,"f",2732,"yes."
"b",-0.490792634107286,-0.8900774621910735,"h",-0.5114155251141553,"t","f",0,"f",5298,"yes."
"b",2.4979983987189747,2.591110291405386,"h",3.1986301369863015,"t","t",9,"t",1000,"yes."
"b",-1.0176140912730185,0.6084470675027667,"v",-0.41666666666666674,"t","t",3,"t",28,"yes."
"b",-0.5772618094475581,1.2078568793803026,"v",-0.5205479452054795,"t","t",67,"t",258,"yes."
"b",-0.8174539631705365,0.8389893028402803,"h",-0.49200913242009137,"t","f",0,"f",0,"yes."
"b",-0.12409927942353917,2.4988933972703804,"v",0.8013698630136986,"t","t",16,"f",5000,"yes."
"b",1.8847077662129703,4.0665805975654745,"v",5.710045662100456,"t","t",40,"f",15,"yes."
"a",-0.6509207365892716,1.2078568793803026,"v",-0.45433789954337905,"t","t",12,"t",567,"yes."
"a",-0.7045636509207369,-1.0053485798598303,"h",-0.5114155251141553,"t","t",1,"f",678,"yes."
"b",-0.3642914331465176,-0.1753965326447805,"v",1.7146118721461188,"t","f",0,"t",0,"yes."
"a",-0.47718174539631714,1.3922906676503137,"h",0.34474885844748854,"t","t",2,"f",5000,"yes."
"b",-0.4171337069655725,1.4383991147178163,"v",0.5159817351598173,"t","f",0,"t",500,"yes."
"b",0.4635708566853482,-1.0588343784581338,"v",-0.7773972602739727,"t","f",0,"t",0,"yes."
"a",-0.05684547638110495,-0.8282921431206198,"v",-0.5490867579908677,"t","t",16,"f",2079,"yes."
"b",-0.016813450760608556,-0.08317963850977492,"h",0.45890410958904104,"t","t",12,"t",1000,"yes."
"b",1.2706164931945554,0.47012172630025817,"h",2.057077625570776,"t","t",9,"f",1655,"yes."
"b",-0.9511609287429946,-0.21412762818148287,"v",-0.28310502283105027,"t","t",1,"t",300,"yes."
"b",1.2241793434747796,0.30874216156399864,"h",2.7420091324200913,"t","t",12,"f",790,"yes."
"b",0.5164131305044032,-0.014016967908520783,"h",1.4863013698630136,"t","t",14,"t",0,"yes."
"a",-0.6244995996797441,-0.6291036517890078,"v",-0.7397260273972603,"t","f",0,"t",0,"yes."
"b",-0.7710168134507608,-0.35983032091479156,"bb",-0.7397260273972603,"t","f",0,"t",0,"yes."
"a",-0.17694155324259414,1.115639985245297,"v",-0.34018264840182655,"t","t",1,"f",19,"yes."
"b",-1.0976781425140112,-1.097565473994836,"bb",-0.7968036529680366,"f","f",0,"t",1,"yes."
"b",0.30344275420336264,-0.49815566211729995,"h",1.2579908675799087,"t","f",0,"t",639,"yes."
"b",-0.7774219375500401,0.9542604205090374,"h",-0.6917808219178083,"t","t",1,"f",0,"yes."
"a",-1.3650920736589274,-0.9896717078568795,"h",-0.45433789954337905,"t","t",2,"f",0,"yes."
"b",-1.3450760608486794,-0.9592401327923277,"v",-0.3972602739726028,"t","t",5,"t",690,"yes."
"a",1.130504403522818,1.300073773515308,"bb",0.3824200913242009,"t","t",9,"t",0,"yes."
"a",-0.9311449159327464,-0.6669125783843601,"bb",-0.6826484018264841,"t","t",4,"f",0,"yes."
"b",2.6052842273819055,0.9312061969752861,"z",3.7694063926940635,"t","t",7,"t",0,"yes."
"b",-0.991192954363491,-0.6521578753227593,"v",-0.34018264840182655,"t","t",11,"t",3000,"yes."
"b",1.8446757405924739,1.0234230911102915,"ff",0.34474885844748854,"t","t",5,"f",8851,"yes."
"b",0.16333066453162523,-0.6364810033198082,"v",-0.7968036529680366,"t","f",0,"t",200,"yes."
"b",1.897518014411529,2.3144596090003695,"bb",2.627853881278539,"t","t",17,"t",0,"yes."
"b",-0.6172938350680545,0.009037255625230462,"v",-0.5684931506849316,"t","t",3,"f",0,"yes."
"b",-0.6244995996797441,-0.7821836960531169,"v",-0.41666666666666674,"t","t",1,"t",20,"yes."
"b",1.9975980784627698,0.20084839542604205,"v",2.3995433789954337,"t","t",6,"t",1332,"yes."
"b",0.16333066453162523,-0.1753965326447805,"h",0.9155251141552511,"t","t",6,"t",1000,"yes."
"b",0.05604483586869461,-0.5903725562523054,"v",0.17351598173515978,"t","t",6,"f",0,"yes."
"a",-0.7974379503602883,1.0390999631132425,"v",-0.7876712328767124,"t","f",0,"f",1349,"yes."
"a",-0.6709367493995199,-1.0053485798598303,"h",-0.45433789954337905,"t","f",0,"f",824,"yes."
"b",-1.0112089671737392,0.7393950571744743,"dd",-0.7968036529680366,"t","f",0,"f",0,"yes."
"b",-1.1513210568454766,-0.7286978974548138,"v",-0.45433789954337905,"t","t",2,"f",300,"yes."
"b",-0.6172938350680545,-0.45204721504979717,"v",-0.654109589041096,"t","t",7,"f",7059,"yes."
"b",0.9167333867093671,-1.0053485798598303,"h",0.34474885844748854,"t","f",0,"t",0,"yes."
"b",-1.1849479583666938,-0.08317963850977492,"v",-0.6826484018264841,"t","f",0,"f",0,"yes."
"a",2.2177742193755,1.945592032460347,"v",1.7146118721461188,"t","f",0,"t",10561,"yes."
"b",0.6901521216973576,-0.8135374400590188,"bb",0.0022831050228310015,"f","f",0,"f",0,"yes."
"a",-0.5708566853482788,-1.0053485798598303,"h",-0.5970319634703197,"t","f",0,"t",0,"yes."
"b",-0.29063250600480406,1.630210254518628,"v",0.35388127853881274,"t","t",5,"t",0,"yes."
"a",0.2497998398718973,-0.9131316857248247,"v",-0.34018264840182655,"t","t",11,"f",456,"yes."
"b",-0.09687750200160135,1.8838067133898933,"v",-0.11187214611872151,"t","t",9,"f",730,"yes."
"b",2.1777421937550034,1.5767244559203246,"ff",3.3127853881278537,"t","t",15,"t",1000,"yes."
"b",-0.8446757405924743,0.9312061969752861,"v",-0.34018264840182655,"t","t",1,"f",278,"yes."
"b",0.5700560448358685,0.10125414976023604,"bb",0.0022831050228310015,"t","t",1,"f",500,"yes."
"b",0.18334667734187343,3.5363334562891926,"h",-0.42579908675799094,"t","t",1,"t",500,"yes."
"b",0.6765412329863888,-1.097565473994836,"bb",2.627853881278539,"t","f",0,"f",0,"yes."
"a",-0.9711769415532427,0.8085577277757284,"h",-0.7203196347031964,"t","t",1,"t",50,"yes."
"b",-0.06405124099279458,-0.35983032091479156,"v",-0.22602739726027402,"t","f",0,"t",0,"yes."
"b",-0.7173738991192955,-0.8209147915898194,"h",-0.36872146118721466,"t","t",6,"f",327,"yes."
"a",-0.7710168134507608,-0.014016967908520783,"v",-0.07305936073059367,"t","t",10,"f",245,"yes."
"a",1.1040832666132905,-1.0127259313906307,"h",-0.702054794520548,"t","t",11,"t",6,"yes."
"a",-0.6309047237790234,1.1765031353744007,"h",0.0022831050228310015,"t","t",6,"f",458,"yes."
"b",-0.590872698158527,-1.0284028033935817,"v",-0.7397260273972603,"t","t",3,"f",15108,"yes."
"a",-0.7510008006405126,0.5623386204352637,"v",1.143835616438356,"t","t",5,"t",0,"yes."
"b",0.10328262610088064,0.5936923644411656,"v",0.23059360730593603,"t","t",12,"t",221,"yes."
"b",-0.4043234587670139,-0.8135374400590188,"v",0.05936073059360726,"t","t",5,"t",3,"yes."
"a",0.3098478783026419,-0.15234230911102906,"v",0.34474885844748854,"t","f",0,"t",4000,"yes."
"a",1.1505204163330662,-0.9592401327923277,"h",-0.16894977168949776,"t","t",1,"f",892,"yes."
"a",0.06325060048038424,-1.0284028033935817,"v",-0.7111872146118722,"f","f",0,"f",44,"yes."
"b",0.9703763010408324,0.47012172630025817,"h",2.3995433789954337,"t","t",1,"t",2000,"yes."
"b",0.02321857485988784,-0.9057543341940243,"h",0.687214611872146,"t","f",0,"t",31285,"yes."
"a",-0.6309047237790234,-0.9361859092585763,"h",-0.5593607305936074,"t","f",0,"t",5860,"yes."
"b",-0.4971977582065653,-0.7748063445223164,"v",-0.5684931506849316,"t","t",5,"t",5777,"yes."
"b",1.2506004803843072,-0.3137218738472889,"v",-0.7682648401826485,"t","f",0,"t",0,"yes."
"b",0.3634907926341072,-0.7213205459240134,"v",-0.7876712328767124,"t","f",0,"t",5800,"yes."
"b",-1.191353082465973,-1.067133898930284,"n",-0.7488584474885845,"f","f",0,"f",40,"yes."
"a",1.8911128903122496,1.8533751383253414,"ff",-0.7968036529680366,"t","t",15,"f",247,"yes."
"b",-0.5708566853482788,-1.0053485798598303,"v",-0.46347031963470325,"t","t",5,"t",0,"yes."
"a",-0.8246597277822261,0.8850977499077832,"v",-0.702054794520548,"t","t",5,"t",560,"yes."
"b",0.02321857485988784,-0.5368867576540022,"h",-0.33105022831050235,"t","t",1,"t",18027,"yes."
"b",-0.07045636509207387,-0.7748063445223164,"h",-0.7876712328767124,"t","f",0,"t",0,"yes."
"a",0.6365092073658923,0.746772408705275,"h",-0.3972602739726028,"t","f",0,"f",837,"yes."
"b",2.144915932746197,-0.8135374400590188,"v",-0.7682648401826485,"t","f",0,"t",0,"yes."
"b",0.7702161729383504,-0.19107340464773154,"v",-0.07420091324200917,"t","f",0,"t",1442,"yes."
"a",-0.38430744595676575,1.6689413500553303,"z",-0.7968036529680366,"t","f",0,"f",13212,"yes."
"a",0.3899119295436347,-0.08317963850977492,"v",-0.7682648401826485,"t","f",0,"t",0,"yes."
"b",1.6845476381104882,0.6776097381040208,"v",1.1815068493150682,"t","t",5,"f",0,"yes."
"b",1.1841473178542834,-1.0440796753965327,"bb",2.627853881278539,"t","t",20,"f",15000,"yes."
"b",-0.7710168134507608,-0.9131316857248247,"v",-0.6061643835616439,"t","f",0,"f",0,"yes."
"b",-0.8174539631705365,-0.6291036517890078,"h",-0.2066210045662101,"t","f",0,"f",0,"yes."
"b",1.7373899119295433,0.6388786425673183,"ff",2.4942922374429224,"t","t",11,"t",300,"yes."
"b",0.10968775020015992,-0.5442641091848027,"h",0.8961187214611872,"t","f",0,"t",0,"yes."
"b",-0.42433947157726215,-0.7213205459240134,"v",-0.34018264840182655,"t","t",3,"t",560,"yes."
"a",1.0504403522818253,-0.35983032091479156,"j",-0.7968036529680366,"t","f",0,"f",960,"yes."
"a",2.2449959967974378,-0.1753965326447805,"v",0.11643835616438351,"t","t",4,"f",99,"yes."
"a",1.1641313050440352,-0.5442641091848027,"v",2.3710045662100456,"t","t",2,"t",1704,"yes."
"b",0.35628502802241757,0.10125414976023604,"h",0.17351598173515978,"t","t",12,"t",0,"yes."
"a",-0.9975980784627703,-0.9435632607893767,"v",-0.43493150684931514,"t","t",1,"f",0,"yes."
"a",0.9039231385108085,0.1316857248247879,"v",0.886986301369863,"t","t",3,"t",0,"yes."
"b",0.14971977582065632,1.6689413500553303,"n",0.43036529680365293,"t","t",9,"t",134,"yes."
"b",-0.991192954363491,0.746772408705275,"v",-0.22602739726027402,"t","f",0,"f",0,"yes."
"b",-0.8174539631705365,-1.067133898930284,"j",-0.28310502283105027,"f","f",0,"t",0,"yes."
"b",-0.8646917534027225,-0.9444854297307268,"h",-0.3025114155251142,"f","f",0,"t",0,"yes."
"b",0.796637309847878,-0.24455920324603464,"v",0.24885844748858446,"t","f",0,"f",0,"yes."
"a",-1.1176941553242594,0.6084470675027667,"v",-0.5684931506849316,"t","t",4,"t",500,"yes."
"a",-0.977582065652522,-0.5442641091848027,"v",-0.7591324200913243,"t","t",3,"f",6,"yes."
"a",-0.044035228182546376,-0.99797122832903,"v",-0.7876712328767124,"t","f",0,"f",11177,"yes."
"b",-0.3170536429143315,1.6689413500553303,"h",0.42123287671232873,"t","t",11,"f",2283,"yes."
"a",1.597277822257806,1.6689413500553303,"v",0.45890410958904104,"t","t",14,"f",2200,"yes."
"a",-0.977582065652522,-0.7591294725193657,"v",-0.32077625570776264,"t","t",5,"f",2503,"yes."
"b",0.26981585268214553,-0.1753965326447805,"bb",-0.22602739726027402,"t","t",6,"f",367,"yes."
"a",-1.00480384307446,0.746772408705275,"h",-0.5684931506849316,"t","t",4,"f",1465,"yes."
"b",-0.5708566853482788,-0.9592401327923277,"bb",-0.7397260273972603,"t","f",0,"f",23,"yes."
"a",-0.3771016813450761,-1.0284028033935817,"v",-0.6632420091324202,"t","t",4,"f",0,"yes."
"b",-0.7173738991192955,-0.9749170047952784,"v",-0.7591324200913243,"f","f",0,"f",0,"yes."
"b",1.8510808646917531,1.2078568793803026,"h",1.0296803652968036,"t","f",0,"t",2028,"yes."
"a",-0.9711769415532427,0.7928808557727778,"v",-0.634703196347032,"t","t",2,"t",0,"yes."
"a",-0.19055244195356305,0.10125414976023604,"bb",0.11643835616438351,"t","t",7,"t",3065,"yes."
"a",1.0368294635708564,0.8389893028402803,"v",0.34474885844748854,"t","t",7,"t",0,"yes."
"b",0.48999199359487566,-0.1753965326447805,"v",0.0022831050228310015,"t","t",10,"t",0,"yes."
"b",-0.8646917534027225,0.9312061969752861,"v",-0.6449771689497718,"t","f",0,"f",0,"yes."
"b",-0.3706965572457968,-0.15234230911102906,"v",0.2876712328767123,"t","t",2,"f",7,"yes."
"a",-1.124899919935949,-0.283290298782737,"h",-0.11187214611872151,"t","f",0,"f",0,"yes."
"a",-0.33706965572457975,-0.9057543341940243,"v",-0.22602739726027402,"t","t",5,"t",1430,"yes."
"a",-0.8310648518815054,0.46274437476945773,"v",-0.23515981735159824,"f","f",0,"f",0,"yes."
"a",-0.35068054443554864,-0.5368867576540022,"h",-0.21689497716894982,"t","t",1,"f",0,"yes."
"b",-1.0976781425140112,0.6545555145702694,"v",-0.45433789954337905,"t","f",0,"f",2206,"yes."
"a",-0.9111289031224982,0.009037255625230462,"v",-0.22602739726027402,"t","t",3,"f",918,"yes."
"b",-1.2313851080864693,2.9599778679454083,"o",-0.7968036529680366,"f","f",0,"t",100000,"yes."
"b",-0.4971977582065653,-0.597749907783106,"v",0.4018264840182648,"t","t",1,"f",0,"yes."
"b",0.12329863891112883,-0.3137218738472889,"bb",-0.05479452054794526,"t","t",2,"f",610,"yes."
"b",3.245796637309848,2.176134267797861,"ff",-0.7968036529680366,"t","f",0,"t",0,"yes."
"a",-0.791032826261009,1.0695315381777943,"h",-0.6826484018264841,"t","t",2,"t",551,"yes."
"b",-0.7846277021617297,-0.6364810033198082,"v",-0.5490867579908677,"t","t",11,"t",2184,"yes."
"b",-1.077662129703763,0.10125414976023604,"h",-0.46347031963470325,"t","t",7,"f",2954,"yes."
"b",-0.7646116893514815,1.0464773146440427,"v",-0.6061643835616439,"t","f",0,"t",300,"yes."
"b",0.743795036028823,-0.1680191811139801,"h",2.1141552511415527,"t","f",0,"t",0,"yes."
"b",-0.9311449159327464,-0.8209147915898194,"v",-0.45433789954337905,"f","f",0,"f",8,"yes."
"b",0.10328262610088064,-0.1292880855772778,"v",-0.7773972602739727,"f","f",0,"t",6,"yes."
"a",1.1905524419535627,0.3779048321652528,"v",1.0011415525114156,"t","t",6,"t",1260,"yes."
"a",0.9167333867093671,-1.097565473994836,"v",-0.22602739726027402,"t","f",0,"f",0,"yes."
"b",0.5300240192153721,-0.3137218738472889,"bb",0.687214611872146,"t","t",16,"f",1210,"yes."
"a",0.6637309847878302,0.10125414976023604,"v",-0.6826484018264841,"t","t",3,"t",0,"yes."
"b",-0.23698959167333875,-0.7591294725193657,"h",0.1929223744292237,"t","f",0,"f",200,"yes."
"b",0.18334667734187343,-0.6364810033198082,"v",0.23059360730593603,"t","t",7,"f",1270,"yes."
"a",-1.0976781425140112,0.4857985983032092,"h",-0.6255707762557078,"t","t",7,"f",0,"yes."
"b",1.5708566853482784,0.10125414976023604,"v",0.639269406392694,"t","t",15,"f",11202,"yes."
"b",0.5636509207365892,0.04776835116193293,"v",-0.7876712328767124,"t","t",1,"f",300,"yes."
"b",-0.9247397918334671,0.8389893028402803,"v",-0.11187214611872151,"t","f",0,"t",0,"yes."
"a",0.2297838270616491,-0.9288085577277758,"v",-0.6255707762557078,"t","t",4,"f",1583,"yes."
"b",2.7918334667734186,-0.08317963850977492,"z",2.171232876712329,"t","t",1,"t",0,"yes."
"b",-0.016813450760608556,0.5623386204352637,"h",0.4018264840182648,"t","f",0,"t",0,"yes."
"b",1.3306645316253,0.30136481003319804,"bb",0.934931506849315,"t","t",15,"t",5000,"yes."
"b",-0.9511609287429946,-0.5442641091848027,"v",-0.5490867579908677,"t","t",8,"t",1,"yes."
"b",-0.3706965572457968,-0.9361859092585763,"v",-0.5776255707762558,"t","t",3,"t",0,"yes."
"b",0.10328262610088064,-0.8135374400590188,"v",-0.44520547945205485,"t","t",1,"t",50000,"yes."
"b",-0.07686148919135315,-0.2749907783105865,"h",0.5821917808219178,"t","t",3,"f",300,"yes."
"a",-0.27061649319455583,-1.0127259313906307,"v",-0.6735159817351599,"t","t",4,"f",500,"yes."
"b",-0.7774219375500401,-1.097565473994836,"v",-0.7773972602739727,"t","f",0,"f",0,"yes."
"a",-1.1849479583666938,-1.0284028033935817,"ff",1.4863013698630136,"f","f",0,"t",0,"yes."
"a",-0.6509207365892716,-0.5442641091848027,"h",-0.37785388127853886,"t","t",19,"f",500,"yes."
